id,district,pincode,state
11715,MAYURBHANJ,757035,ODISHA
11716,JALANDHAR,144301,PUNJAB
11717,JALANDHAR,144021,PUNJAB
11718,JALANDHAR,144201,PUNJAB
11719,JALANDHAR,144025,PUNJAB
11720,MAYURBHANJ,757039,ODISHA
11721,TENKASI,627719,"TAMIL NADU"
11722,TENKASI,627760,"TAMIL NADU"
11723,TENKASI,628552,"TAMIL NADU"
11724,TENKASI,627753,"TAMIL NADU"
11725,TENKASI,627754,"TAMIL NADU"
11726,CHANGLANG,792055,"ARUNACHAL PRADESH"
11727,"WEST KAMENG",790116,"ARUNACHAL PRADESH"
11728,AURANGABAD,431151,MAHARASHTRA
11729,AURANGABAD,431134,MAHARASHTRA
11730,AURANGABAD,431136,MAHARASHTRA
11731,AURANGABAD,431105,MAHARASHTRA
11732,AURANGABAD,431007,MAHARASHTRA
11733,AURANGABAD,431147,MAHARASHTRA
11734,AURANGABAD,431115,MAHARASHTRA
11735,SOLAPUR,413228,MAHARASHTRA
11736,KALAHANDI,766018,ODISHA
11737,KALAHANDI,766014,ODISHA
11738,KALAHANDI,766013,ODISHA
11739,KALAHANDI,766012,ODISHA
11740,Sepahijala,799011,TRIPURA
11741,NUAPADA,766118,ODISHA
11742,RAYAGADA,765020,ODISHA
11743,ETAWAH,206253,"UTTAR PRADESH"
11744,ETAWAH,206242,"UTTAR PRADESH"
11745,LAWNGTLAI,796901,MIZORAM
11746,ERODE,638112,"TAMIL NADU"
11747,ERODE,638004,"TAMIL NADU"
11748,ERODE,638502,"TAMIL NADU"
11749,ERODE,638503,"TAMIL NADU"
11750,ERODE,638110,"TAMIL NADU"
11751,ERODE,638476,"TAMIL NADU"
11752,ERODE,638505,"TAMIL NADU"
11753,AURANGABAD,431002,MAHARASHTRA
11754,TIRUPPUR,642154,"TAMIL NADU"
11755,TIRUPPUR,642203,"TAMIL NADU"
11756,COIMBATORE,642202,"TAMIL NADU"
11757,COIMBATORE,642109,"TAMIL NADU"
11758,COIMBATORE,642110,"TAMIL NADU"
11759,COIMBATORE,642002,"TAMIL NADU"
11760,COIMBATORE,642117,"TAMIL NADU"
11761,COIMBATORE,642001,"TAMIL NADU"
11762,AHMEDNAGAR,413704,MAHARASHTRA
11763,AHMEDNAGAR,414106,MAHARASHTRA
11764,COIMBATORE,642120,"TAMIL NADU"
11765,COIMBATORE,642123,"TAMIL NADU"
11766,COIMBATORE,642125,"TAMIL NADU"
11767,COIMBATORE,642004,"TAMIL NADU"
11768,COIMBATORE,642127,"TAMIL NADU"
11769,KAPURTHALA,144804,PUNJAB
11770,JALANDHAR,144026,PUNJAB
11771,JALANDHAR,144101,PUNJAB
11772,JALANDHAR,144630,PUNJAB
11773,JALANDHAR,144805,PUNJAB
11774,GANJAM,761031,ODISHA
11775,DINDIGUL,624307,"TAMIL NADU"
11776,AHMEDNAGAR,414105,MAHARASHTRA
11777,AHMEDNAGAR,414301,MAHARASHTRA
11778,AHMEDNAGAR,414304,MAHARASHTRA
11779,SOLAPUR,413109,MAHARASHTRA
11780,CHAMPHAI,796320,MIZORAM
11781,COIMBATORE,642005,"TAMIL NADU"
11782,COIMBATORE,642107,"TAMIL NADU"
11783,COIMBATORE,642101,"TAMIL NADU"
11784,ERODE,638453,"TAMIL NADU"
11785,ERODE,638454,"TAMIL NADU"
11786,ERODE,638455,"TAMIL NADU"
11787,ERODE,638456,"TAMIL NADU"
11788,PHEK,797114,NAGALAND
11789,ERODE,638102,"TAMIL NADU"
11790,NAMAKKAL,636455,"TAMIL NADU"
11791,ERODE,638316,"TAMIL NADU"
11792,ERODE,638402,"TAMIL NADU"
11793,ERODE,638401,"TAMIL NADU"
11794,ERODE,638461,"TAMIL NADU"
11795,TENKASI,627953,"TAMIL NADU"
11796,TENKASI,627755,"TAMIL NADU"
11797,TENKASI,627855,"TAMIL NADU"
11798,TENKASI,627857,"TAMIL NADU"
11799,TENKASI,627757,"TAMIL NADU"
11800,TENKASI,627860,"TAMIL NADU"
11801,KANNIYAKUMARI,629702,"TAMIL NADU"
11802,SONEPUR,767068,ODISHA
11803,KANNIYAKUMARI,629701,"TAMIL NADU"
11804,KANNIYAKUMARI,629204,"TAMIL NADU"
11805,JALANDHAR,144022,PUNJAB
11806,JALANDHAR,144106,PUNJAB
11807,JALANDHAR,144002,PUNJAB
11808,JALANDHAR,144302,PUNJAB
11809,"Shahid Bhagat Singh Nagar",144513,PUNJAB
11810,TUTICORIN,628905,"TAMIL NADU"
11811,TUTICORIN,628720,"TAMIL NADU"
11812,CHANGLANG,792056,"ARUNACHAL PRADESH"
11813,CHANGLANG,792120,"ARUNACHAL PRADESH"
11814,TAWANG,790105,"ARUNACHAL PRADESH"
11815,"Shahid Bhagat Singh Nagar",144514,PUNJAB
11816,"Shahid Bhagat Singh Nagar",144503,PUNJAB
11817,"West Tripura",799007,TRIPURA
11818,"West Tripura",799210,TRIPURA
11819,"West Tripura",799008,TRIPURA
11820,"West Tripura",799006,TRIPURA
11821,"West Tripura",799211,TRIPURA
11822,"Shahid Bhagat Singh Nagar",144517,PUNJAB
11823,PATIALA,147105,PUNJAB
11824,PATIALA,147101,PUNJAB
11825,"Shahid Bhagat Singh Nagar",144421,PUNJAB
11826,KAPURTHALA,144621,PUNJAB
11827,KAPURTHALA,144802,PUNJAB
11828,JALANDHAR,144004,PUNJAB
11829,JALANDHAR,144103,PUNJAB
11830,JALANDHAR,144104,PUNJAB
11831,"West Tripura",799012,TRIPURA
11832,KANNIYAKUMARI,629201,"TAMIL NADU"
11833,KANNIYAKUMARI,629401,"TAMIL NADU"
11834,KANNIYAKUMARI,629203,"TAMIL NADU"
11835,KANNIYAKUMARI,629502,"TAMIL NADU"
11836,LONGDING,792130,"ARUNACHAL PRADESH"
11837,"WEST KAMENG",790003,"ARUNACHAL PRADESH"
11838,"WEST KAMENG",790114,"ARUNACHAL PRADESH"
11839,"UPPER SUBANSIRI",791122,"ARUNACHAL PRADESH"
11840,SINDHUDURG,416615,MAHARASHTRA
11841,AURANGABAD,431137,MAHARASHTRA
11842,COIMBATORE,642130,"TAMIL NADU"
11843,COIMBATORE,642003,"TAMIL NADU"
11844,COIMBATORE,641202,"TAMIL NADU"
11845,COIMBATORE,642129,"TAMIL NADU"
11846,COIMBATORE,642007,"TAMIL NADU"
11847,UDAIPUR,313905,RAJASTHAN
11848,SANGLI,415313,MAHARASHTRA
11849,RAJSAMAND,313324,RAJASTHAN
11850,RAJSAMAND,313341,RAJASTHAN
11851,RAJSAMAND,305921,RAJASTHAN
11852,RAJSAMAND,313332,RAJASTHAN
11853,KOTA,325602,RAJASTHAN
11854,KOTA,325201,RAJASTHAN
11855,KOTA,325004,RAJASTHAN
11856,KOTA,326529,RAJASTHAN
11857,JHALAWAR,326023,RAJASTHAN
11858,JHALAWAR,326038,RAJASTHAN
11859,JALANDHAR,144303,PUNJAB
11860,JALANDHAR,144003,PUNJAB
11861,"Shahid Bhagat Singh Nagar",144508,PUNJAB
11862,CHITTORGARH,312401,RAJASTHAN
11863,CHITTORGARH,312403,RAJASTHAN
11864,BHILWARA,311604,RAJASTHAN
11865,BHILWARA,311026,RAJASTHAN
11866,BHILWARA,311202,RAJASTHAN
11867,ERODE,638002,"TAMIL NADU"
11868,ERODE,638153,"TAMIL NADU"
11869,NAMAKKAL,638007,"TAMIL NADU"
11870,ERODE,638005,"TAMIL NADU"
11871,TUTICORIN,628721,"TAMIL NADU"
11872,TIRUNELVELI,627951,"TAMIL NADU"
11873,TIRUPPUR,638460,"TAMIL NADU"
11874,GHAZIPUR,232331,"UTTAR PRADESH"
11875,GHAZIPUR,232329,"UTTAR PRADESH"
11876,GHAZIPUR,233305,"UTTAR PRADESH"
11877,CHURU,331001,RAJASTHAN
11878,CHURU,331411,RAJASTHAN
11879,CHURU,331029,RAJASTHAN
11880,CHURU,331305,RAJASTHAN
11881,TUTICORIN,628907,"TAMIL NADU"
11882,BIKANER,334302,RAJASTHAN
11883,BIKANER,331811,RAJASTHAN
11884,BIKANER,334022,RAJASTHAN
11885,BIKANER,334802,RAJASTHAN
11886,BIKANER,334601,RAJASTHAN
11887,BIKANER,334602,RAJASTHAN
11888,BIKANER,334023,RAJASTHAN
11889,BIKANER,334201,RAJASTHAN
11890,BIKANER,334803,RAJASTHAN
11891,BIKANER,334804,RAJASTHAN
11892,BIKANER,334603,RAJASTHAN
11893,BIKANER,334604,RAJASTHAN
11894,BIKANER,331801,RAJASTHAN
11895,"THE NILGIRIS",643003,"TAMIL NADU"
11896,"THE NILGIRIS",643223,"TAMIL NADU"
11897,"THE NILGIRIS",643225,"TAMIL NADU"
11898,KHAWZAWL,796310,MIZORAM
11899,JAUNPUR,222127,"UTTAR PRADESH"
11900,JAUNPUR,222125,"UTTAR PRADESH"
11901,JAUNPUR,222201,"UTTAR PRADESH"
11902,JAUNPUR,222162,"UTTAR PRADESH"
11903,TIRAP,792129,"ARUNACHAL PRADESH"
11904,"WEST KAMENG",790101,"ARUNACHAL PRADESH"
11905,LEPARADA,791101,"ARUNACHAL PRADESH"
11906,"WEST KAMENG",790002,"ARUNACHAL PRADESH"
11907,CUDDALORE,606104,"TAMIL NADU"
11908,CUDDALORE,606108,"TAMIL NADU"
11909,CUDDALORE,606109,"TAMIL NADU"
11910,CUDDALORE,606302,"TAMIL NADU"
11911,CUDDALORE,606111,"TAMIL NADU"
11912,CUDDALORE,606105,"TAMIL NADU"
11913,CUDDALORE,606303,"TAMIL NADU"
11914,AIZAWL,796410,MIZORAM
11915,JHALAWAR,326037,RAJASTHAN
11916,JHALAWAR,326512,RAJASTHAN
11917,RAJSAMAND,313333,RAJASTHAN
11918,RAJSAMAND,313211,RAJASTHAN
11919,RAJSAMAND,313202,RAJASTHAN
11920,JAUNPUR,222126,"UTTAR PRADESH"
11921,JAUNPUR,222144,"UTTAR PRADESH"
11922,JAUNPUR,222128,"UTTAR PRADESH"
11923,JAUNPUR,222133,"UTTAR PRADESH"
11924,CHURU,331301,RAJASTHAN
11925,CHURU,331023,RAJASTHAN
11926,CHURU,331402,RAJASTHAN
11927,JAIPUR,303712,RAJASTHAN
11928,BAGHPAT,250619,"UTTAR PRADESH"
11929,CHURU,331021,RAJASTHAN
11930,"FATEHGARH SAHIB",140412,PUNJAB
11931,"FATEHGARH SAHIB",141411,PUNJAB
11932,"FATEHGARH SAHIB",141801,PUNJAB
11933,"FATEHGARH SAHIB",147301,PUNJAB
11934,"FATEHGARH SAHIB",140405,PUNJAB
11935,"FATEHGARH SAHIB",140802,PUNJAB
11936,HOSHIARPUR,144212,PUNJAB
11937,HOSHIARPUR,144207,PUNJAB
11938,HOSHIARPUR,144221,PUNJAB
11939,HOSHIARPUR,144208,PUNJAB
11940,HOSHIARPUR,144209,PUNJAB
11941,HOSHIARPUR,144223,PUNJAB
11942,HOSHIARPUR,146116,PUNJAB
11943,HOSHIARPUR,144305,PUNJAB
11944,HOSHIARPUR,144202,PUNJAB
11945,HOSHIARPUR,144211,PUNJAB
11946,HOSHIARPUR,144214,PUNJAB
11947,HOSHIARPUR,144204,PUNJAB
11948,HOSHIARPUR,146023,PUNJAB
11949,TENKASI,627761,"TAMIL NADU"
11950,"FATEHGARH SAHIB",140602,PUNJAB
11951,HOSHIARPUR,146113,PUNJAB
11952,HOSHIARPUR,144222,PUNJAB
11953,HOSHIARPUR,144206,PUNJAB
11954,HOSHIARPUR,146101,PUNJAB
11955,HOSHIARPUR,146102,PUNJAB
11956,JAUNPUR,222129,"UTTAR PRADESH"
11957,JAUNPUR,222132,"UTTAR PRADESH"
11958,JAUNPUR,223103,"UTTAR PRADESH"
11959,CUDDALORE,606304,"TAMIL NADU"
11960,CUDDALORE,607804,"TAMIL NADU"
11961,HOSHIARPUR,144523,PUNJAB
11962,HOSHIARPUR,144520,PUNJAB
11963,HOSHIARPUR,144530,PUNJAB
11964,SIROHI,307001,RAJASTHAN
11965,"Shahid Bhagat Singh Nagar",144422,PUNJAB
11966,PATIALA,147006,PUNJAB
11967,PATIALA,140701,PUNJAB
11968,PATIALA,140417,PUNJAB
11969,"Shahid Bhagat Singh Nagar",144521,PUNJAB
11970,"Shahid Bhagat Singh Nagar",144522,PUNJAB
11971,CUDDALORE,606106,"TAMIL NADU"
11972,RAMANATHAPURAM,623701,"TAMIL NADU"
11973,RAMANATHAPURAM,623703,"TAMIL NADU"
11974,RAMANATHAPURAM,623603,"TAMIL NADU"
11975,RAMANATHAPURAM,623604,"TAMIL NADU"
11976,RAMANATHAPURAM,623605,"TAMIL NADU"
11977,RAMANATHAPURAM,623704,"TAMIL NADU"
11978,RAMANATHAPURAM,623601,"TAMIL NADU"
11979,RAMANATHAPURAM,623401,"TAMIL NADU"
11980,CHURU,331302,RAJASTHAN
11981,CHURU,331303,RAJASTHAN
11982,CHURU,331403,RAJASTHAN
11983,NASHIK,422304,MAHARASHTRA
11984,NASHIK,423111,MAHARASHTRA
11985,"GAUTAM BUDDHA NAGAR",201009,"UTTAR PRADESH"
11986,SIKAR,332001,RAJASTHAN
11987,SIKAR,332401,RAJASTHAN
11988,SIKAR,332303,RAJASTHAN
11989,SIKAR,332302,RAJASTHAN
11990,SIKAR,332301,RAJASTHAN
11991,SIKAR,332318,RAJASTHAN
11992,SIKAR,332023,RAJASTHAN
11993,RAMANATHAPURAM,623527,"TAMIL NADU"
11994,RAMANATHAPURAM,623705,"TAMIL NADU"
11995,RAMANATHAPURAM,623135,"TAMIL NADU"
11996,SIKAR,332406,RAJASTHAN
11997,TENKASI,627764,"TAMIL NADU"
11998,SIKAR,332021,RAJASTHAN
11999,SIKAR,332316,RAJASTHAN
12000,SIKAR,332002,RAJASTHAN
12001,RATNAGIRI,415730,MAHARASHTRA
12002,RATNAGIRI,415621,MAHARASHTRA
12003,RATNAGIRI,415720,MAHARASHTRA
12004,BHILWARA,311407,RAJASTHAN
12005,BHILWARA,311203,RAJASTHAN
12006,BHILWARA,311802,RAJASTHAN
12007,DUNGARPUR,314025,RAJASTHAN
12008,DUNGARPUR,314403,RAJASTHAN
12009,DUNGARPUR,314029,RAJASTHAN
12010,DUNGARPUR,314032,RAJASTHAN
12011,HOSHIARPUR,146114,PUNJAB
12012,HOSHIARPUR,146115,PUNJAB
12013,HOSHIARPUR,146104,PUNJAB
12014,HOSHIARPUR,146024,PUNJAB
12015,LOHIT,792102,"ARUNACHAL PRADESH"
12016,CHANGLANG,792121,"ARUNACHAL PRADESH"
12017,"PAPUM PARE",791112,"ARUNACHAL PRADESH"
12018,ANJAW,792104,"ARUNACHAL PRADESH"
12019,"PAPUM PARE",791121,"ARUNACHAL PRADESH"
12020,UJJAIN,456770,"MADHYA PRADESH"
12021,UJJAIN,456224,"MADHYA PRADESH"
12022,UJJAIN,456668,"MADHYA PRADESH"
12023,AHMEDNAGAR,414306,MAHARASHTRA
12024,TIRUPPUR,642201,"TAMIL NADU"
12025,GANJAM,761003,ODISHA
12026,GANJAM,761027,ODISHA
12027,GANJAM,761029,ODISHA
12028,CHANDRAPUR,441224,MAHARASHTRA
12029,CHANDRAPUR,441205,MAHARASHTRA
12030,ASHOKNAGAR,473331,"MADHYA PRADESH"
12031,GANJAM,761030,ODISHA
12032,GANJAM,761032,ODISHA
12033,GANJAM,761045,ODISHA
12034,GANJAM,761105,ODISHA
12035,GANJAM,761019,ODISHA
12036,GANJAM,761018,ODISHA
12037,GANJAM,761028,ODISHA
12038,KARUR,621313,"TAMIL NADU"
12039,TIRUCHIRAPPALLI,621314,"TAMIL NADU"
12040,KARUR,639120,"TAMIL NADU"
12041,TIRUCHIRAPPALLI,621312,"TAMIL NADU"
12042,PALI,306119,RAJASTHAN
12043,GONDIA,441614,MAHARASHTRA
12044,GONDIA,441801,MAHARASHTRA
12045,GONDIA,441702,MAHARASHTRA
12046,GONDIA,441807,MAHARASHTRA
12047,GONDIA,441806,MAHARASHTRA
12048,GONDIA,441911,MAHARASHTRA
12049,PUNE,411033,MAHARASHTRA
12050,PUNE,411048,MAHARASHTRA
12051,BEED,413207,MAHARASHTRA
12052,BEED,431517,MAHARASHTRA
12053,ASHOKNAGAR,473446,"MADHYA PRADESH"
12054,ASHOKNAGAR,473335,"MADHYA PRADESH"
12055,ASHOKNAGAR,473443,"MADHYA PRADESH"
12056,ASHOKNAGAR,473332,"MADHYA PRADESH"
12057,ASHOKNAGAR,473444,"MADHYA PRADESH"
12058,ASHOKNAGAR,473330,"MADHYA PRADESH"
12059,BEED,431523,MAHARASHTRA
12060,BEED,414203,MAHARASHTRA
12061,UJJAIN,456443,"MADHYA PRADESH"
12062,UJJAIN,456335,"MADHYA PRADESH"
12063,UJJAIN,456664,"MADHYA PRADESH"
12064,"Shahid Bhagat Singh Nagar",144533,PUNJAB
12065,BIKANER,334402,RAJASTHAN
12066,TUTICORIN,628503,"TAMIL NADU"
12067,UJJAIN,456337,"MADHYA PRADESH"
12068,UJJAIN,456661,"MADHYA PRADESH"
12069,UJJAIN,456003,"MADHYA PRADESH"
12070,UJJAIN,456006,"MADHYA PRADESH"
12071,NAGPUR,441201,MAHARASHTRA
12072,NAGPUR,441301,MAHARASHTRA
12073,"West Tripura",799002,TRIPURA
12074,SOLAPUR,413308,MAHARASHTRA
12075,SOLAPUR,413252,MAHARASHTRA
12076,SOLAPUR,413111,MAHARASHTRA
12077,SOLAPUR,413307,MAHARASHTRA
12078,SOLAPUR,413112,MAHARASHTRA
12079,PALI,306302,RAJASTHAN
12080,DHARMAPURI,635116,"TAMIL NADU"
12081,KRISHNAGIRI,635206,"TAMIL NADU"
12082,KRISHNAGIRI,635115,"TAMIL NADU"
12083,KRISHNAGIRI,635306,"TAMIL NADU"
12084,KRISHNAGIRI,635307,"TAMIL NADU"
12085,KRISHNAGIRI,635118,"TAMIL NADU"
12086,KRISHNAGIRI,635117,"TAMIL NADU"
12087,NAGPUR,441302,MAHARASHTRA
12088,AKOLA,444407,MAHARASHTRA
12089,WASHIM,444506,MAHARASHTRA
12090,AKOLA,444003,MAHARASHTRA
12091,WASHIM,444504,MAHARASHTRA
12092,AKOLA,444006,MAHARASHTRA
12093,AKOLA,444108,MAHARASHTRA
12094,AKOLA,444109,MAHARASHTRA
12095,WASHIM,444505,MAHARASHTRA
12096,NAGPUR,441501,MAHARASHTRA
12097,GANJAM,761043,ODISHA
12098,GANJAM,761035,ODISHA
12099,JHALAWAR,326034,RAJASTHAN
12100,THIRUVALLUR,631304,"TAMIL NADU"
12101,ALIGARH,202123,"UTTAR PRADESH"
12102,ALIGARH,202134,"UTTAR PRADESH"
12103,ALIGARH,202135,"UTTAR PRADESH"
12104,HATHRAS,204212,"UTTAR PRADESH"
12105,HATHRAS,204102,"UTTAR PRADESH"
12106,HATHRAS,203001,"UTTAR PRADESH"
12107,HATHRAS,204101,"UTTAR PRADESH"
12108,PONDICHERRY,605102,PUDUCHERRY
12109,PALI,306303,RAJASTHAN
12110,PALI,306307,RAJASTHAN
12111,PALI,306421,RAJASTHAN
12112,PALI,306708,RAJASTHAN
12113,PALI,306102,RAJASTHAN
12114,PALI,306305,RAJASTHAN
12115,PALI,306304,RAJASTHAN
12116,PALI,306104,RAJASTHAN
12117,SONEPUR,767017,ODISHA
12118,SONEPUR,767016,ODISHA
12119,SONEPUR,767062,ODISHA
12120,GURDASPUR,143525,PUNJAB
12121,GURDASPUR,143520,PUNJAB
12122,TONK,304021,RAJASTHAN
12123,TONK,304803,RAJASTHAN
12124,TONK,304505,RAJASTHAN
12125,DAUSA,303303,RAJASTHAN
12126,DAUSA,303313,RAJASTHAN
12127,JAIPUR,303305,RAJASTHAN
12128,JAIPUR,303301,RAJASTHAN
12129,TIRUPPUR,642102,"TAMIL NADU"
12130,CHITTORGARH,312601,RAJASTHAN
12131,CHITTORGARH,312606,RAJASTHAN
12132,WASHIM,444510,MAHARASHTRA
12133,WASHIM,444402,MAHARASHTRA
12134,KRISHNAGIRI,635207,"TAMIL NADU"
12135,KRISHNAGIRI,635121,"TAMIL NADU"
12136,KRISHNAGIRI,635119,"TAMIL NADU"
12137,BEED,431518,MAHARASHTRA
12138,BEED,431153,MAHARASHTRA
12139,BEED,431126,MAHARASHTRA
12140,BEED,431128,MAHARASHTRA
12141,BEED,431127,MAHARASHTRA
12142,BEED,414202,MAHARASHTRA
12143,PUNE,411062,MAHARASHTRA
12144,KOTA,325009,RAJASTHAN
12145,KOTA,325208,RAJASTHAN
12146,JAIPUR,302012,RAJASTHAN
12147,GURDASPUR,143530,PUNJAB
12148,PALI,306902,RAJASTHAN
12149,GONDIA,441916,MAHARASHTRA
12150,BEED,414208,MAHARASHTRA
12151,BEED,431123,MAHARASHTRA
12152,ERODE,638003,"TAMIL NADU"
12153,KRISHNAGIRI,635120,"TAMIL NADU"
12154,HOSHIARPUR,144527,PUNJAB
12155,PATIALA,140601,PUNJAB
12156,PATIALA,140702,PUNJAB
12157,HOSHIARPUR,144224,PUNJAB
12158,HOSHIARPUR,144213,PUNJAB
12159,COIMBATORE,642133,"TAMIL NADU"
12160,COIMBATORE,642134,"TAMIL NADU"
12161,COIMBATORE,642105,"TAMIL NADU"
12162,HAPUR,201015,"UTTAR PRADESH"
12163,GHAZIABAD,201002,"UTTAR PRADESH"
12164,GHAZIABAD,201102,"UTTAR PRADESH"
12165,"THE NILGIRIS",643215,"TAMIL NADU"
12166,"THE NILGIRIS",643224,"TAMIL NADU"
12167,JALANDHAR,144028,PUNJAB
12168,PRAYAGRAJ,221505,"UTTAR PRADESH"
12169,PRAYAGRAJ,212503,"UTTAR PRADESH"
12170,JAUNPUR,212401,"UTTAR PRADESH"
12171,VILLUPURAM,604207,"TAMIL NADU"
12172,VILLUPURAM,605201,"TAMIL NADU"
12173,VILLUPURAM,605202,"TAMIL NADU"
12174,VILLUPURAM,605301,"TAMIL NADU"
12175,AMRAVATI,444701,MAHARASHTRA
12176,AMRAVATI,444904,MAHARASHTRA
12177,VILLUPURAM,605401,"TAMIL NADU"
12178,JALANDHAR,144030,PUNJAB
12179,ETAH,207003,"UTTAR PRADESH"
12180,BEED,431142,MAHARASHTRA
12181,JAUNPUR,222146,"UTTAR PRADESH"
12182,JAUNPUR,222148,"UTTAR PRADESH"
12183,JAUNPUR,222143,"UTTAR PRADESH"
12184,BALANGIR,767021,ODISHA
12185,BALANGIR,767035,ODISHA
12186,BALANGIR,767033,ODISHA
12187,BALANGIR,767030,ODISHA
12188,BALANGIR,767071,ODISHA
12189,JAIPUR,302013,RAJASTHAN
12190,BEED,431519,MAHARASHTRA
12191,BEED,431143,MAHARASHTRA
12192,CHITTORGARH,312206,RAJASTHAN
12193,PRATAPGARH,312605,RAJASTHAN
12194,JAIPUR,302029,RAJASTHAN
12195,JAIPUR,302041,RAJASTHAN
12196,SATARA,415015,MAHARASHTRA
12197,SATARA,415521,MAHARASHTRA
12198,SATARA,412806,MAHARASHTRA
12199,PUNE,412401,MAHARASHTRA
12200,PUNE,412406,MAHARASHTRA
12201,PUNE,413133,MAHARASHTRA
12202,PUNE,413102,MAHARASHTRA
12203,PUNE,413103,MAHARASHTRA
12204,PUNE,413105,MAHARASHTRA
12205,PUNE,412206,MAHARASHTRA
12206,PUNE,412411,MAHARASHTRA
12207,PUNE,412105,MAHARASHTRA
12208,RAJSAMAND,313331,RAJASTHAN
12209,KRISHNAGIRI,635102,"TAMIL NADU"
12210,KRISHNAGIRI,635103,"TAMIL NADU"
12211,KRISHNAGIRI,635104,"TAMIL NADU"
12212,KRISHNAGIRI,635105,"TAMIL NADU"
12213,KRISHNAGIRI,635107,"TAMIL NADU"
12214,KRISHNAGIRI,635110,"TAMIL NADU"
12215,KRISHNAGIRI,635126,"TAMIL NADU"
12216,KRISHNAGIRI,635109,"TAMIL NADU"
12217,KRISHNAGIRI,635130,"TAMIL NADU"
12218,KRISHNAGIRI,635304,"TAMIL NADU"
12219,KRISHNAGIRI,635112,"TAMIL NADU"
12220,KRISHNAGIRI,635113,"TAMIL NADU"
12221,KRISHNAGIRI,635002,"TAMIL NADU"
12222,RATNAGIRI,415706,MAHARASHTRA
12223,RATNAGIRI,415712,MAHARASHTRA
12224,RATNAGIRI,415714,MAHARASHTRA
12225,SATARA,415012,MAHARASHTRA
12226,PRATAPGARH,312623,RAJASTHAN
12227,CHITTORGARH,312613,RAJASTHAN
12228,CHITTORGARH,312612,RAJASTHAN
12229,BHILWARA,311024,RAJASTHAN
12230,BHILWARA,311803,RAJASTHAN
12231,BHILWARA,311804,RAJASTHAN
12232,BHILWARA,311030,RAJASTHAN
12233,BHILWARA,311806,RAJASTHAN
12234,BHILWARA,311404,RAJASTHAN
12235,TUTICORIN,628903,"TAMIL NADU"
12236,CHURU,331031,RAJASTHAN
12237,TUTICORIN,628722,"TAMIL NADU"
12238,TUTICORIN,628718,"TAMIL NADU"
12239,TENKASI,627713,"TAMIL NADU"
12240,SIKAR,332024,RAJASTHAN
12241,SIKAR,332315,RAJASTHAN
12242,MOGA,142054,PUNJAB
12243,SOLAPUR,413108,MAHARASHTRA
12244,UJJAIN,456441,"MADHYA PRADESH"
12245,SOLAPUR,413310,MAHARASHTRA
12246,SOLAPUR,413251,MAHARASHTRA
12247,SOLAPUR,413211,MAHARASHTRA
12248,SOLAPUR,413113,MAHARASHTRA
12249,MOGA,142046,PUNJAB
12250,BALESHWAR,756037,ODISHA
12251,UJJAIN,456440,"MADHYA PRADESH"
12252,UJJAIN,456776,"MADHYA PRADESH"
12253,UJJAIN,456221,"MADHYA PRADESH"
12254,BHILWARA,311204,RAJASTHAN
12255,BHILWARA,311011,RAJASTHAN
12256,BANSWARA,327001,RAJASTHAN
12257,TIRUPPUR,638812,"TAMIL NADU"
12258,ALIGARH,202125,"UTTAR PRADESH"
12259,VILLUPURAM,604201,"TAMIL NADU"
12260,BHILWARA,311403,RAJASTHAN
12261,ETAH,207401,"UTTAR PRADESH"
12262,ETAH,207247,"UTTAR PRADESH"
12263,ETAH,207301,"UTTAR PRADESH"
12264,ETAH,207248,"UTTAR PRADESH"
12265,ETAH,207302,"UTTAR PRADESH"
12266,Kasganj,207241,"UTTAR PRADESH"
12267,Kasganj,207124,"UTTAR PRADESH"
12268,Kasganj,207242,"UTTAR PRADESH"
12269,SATARA,415004,MAHARASHTRA
12270,PARBHANI,431506,MAHARASHTRA
12271,DHULE,425406,MAHARASHTRA
12272,DHULE,425405,MAHARASHTRA
12273,DHULE,424309,MAHARASHTRA
12274,DHULE,425427,MAHARASHTRA
12275,ASHOKNAGAR,473445,"MADHYA PRADESH"
12276,ASHOKNAGAR,473440,"MADHYA PRADESH"
12277,TONK,304801,RAJASTHAN
12278,TONK,304024,RAJASTHAN
12279,RATNAGIRI,415718,MAHARASHTRA
12280,RATNAGIRI,415703,MAHARASHTRA
12281,PUNE,412405,MAHARASHTRA
12282,PUNE,412410,MAHARASHTRA
12283,PUNE,413104,MAHARASHTRA
12284,TUTICORIN,628906,"TAMIL NADU"
12285,SIKAR,332029,RAJASTHAN
12286,AKOLA,444502,MAHARASHTRA
12287,PUNE,411015,MAHARASHTRA
12288,PUNE,411057,MAHARASHTRA
12289,PUNE,411047,MAHARASHTRA
12290,PUNE,411036,MAHARASHTRA
12291,PUNE,411017,MAHARASHTRA
12292,ETAH,207125,"UTTAR PRADESH"
12293,ETAH,207122,"UTTAR PRADESH"
12294,ETAH,207120,"UTTAR PRADESH"
12295,ETAH,207121,"UTTAR PRADESH"
12296,ERODE,638462,"TAMIL NADU"
12297,ETAH,207249,"UTTAR PRADESH"
12298,BANSWARA,327031,RAJASTHAN
12299,BANSWARA,327032,RAJASTHAN
12300,JALGAON,424105,MAHARASHTRA
12301,JALGAON,425113,MAHARASHTRA
12302,JALGAON,425109,MAHARASHTRA
12303,JALGAON,424103,MAHARASHTRA
12304,JALGAON,425110,MAHARASHTRA
