id,district,pincode,state
17751,"SARAIKELA KHARSAWAN",831013,JHARKHAND
17752,KACHCHH,370201,GUJARAT
17753,KACHCHH,370230,GUJARAT
17754,KOLKATA,700068,"WEST BENGAL"
17755,KOLKATA,700041,"WEST BENGAL"
17756,"DINAJPUR DAKSHIN",733101,"WEST BENGAL"
17757,HOOGHLY,712601,"WEST BENGAL"
17758,HOOGHLY,712101,"WEST BENGAL"
17759,"PURBA BARDHAMAN",713140,"WEST BENGAL"
17760,AURANGABAD,431003,MAHARASHTRA
17761,YAVATMAL,445216,MAHARASHTRA
17762,KOTTAYAM,686123,KERALA
17763,HOOGHLY,712201,"WEST BENGAL"
17764,JAMMU,180015,"JAMMU AND KASHMIR"
17765,JAMMU,180009,"JAMMU AND KASHMIR"
17766,HOSHANGABAD,461005,"MADHYA PRADESH"
17767,"PURBA BARDHAMAN",713132,"WEST BENGAL"
17768,"PURBA BARDHAMAN",713143,"WEST BENGAL"
17769,"PURBA BARDHAMAN",713147,"WEST BENGAL"
17770,"PURBA BARDHAMAN",713512,"WEST BENGAL"
17771,"PURBA BARDHAMAN",713513,"WEST BENGAL"
17772,"PURBA BARDHAMAN",713519,"WEST BENGAL"
17773,"PURBA BARDHAMAN",713514,"WEST BENGAL"
17774,"PURBA BARDHAMAN",713150,"WEST BENGAL"
17775,"MEDINIPUR EAST",721454,"WEST BENGAL"
17776,AJMER,305007,RAJASTHAN
17777,"LEH LADAKH",194402,LADAKH
17778,ALAPPUZHA,688521,KERALA
17779,TUMAKURU,572103,KARNATAKA
17780,BOKARO,827004,JHARKHAND
17781,DHANBAD,828128,JHARKHAND
17782,BOKARO,827015,JHARKHAND
17783,DHANBAD,828124,JHARKHAND
17784,DHANBAD,828108,JHARKHAND
17785,DHANBAD,826003,JHARKHAND
17786,JALANDHAR,144031,PUNJAB
17787,ALAPPUZHA,688525,KERALA
17788,ALAPPUZHA,688570,KERALA
17789,BHOPAL,462008,"MADHYA PRADESH"
17790,ERNAKULAM,683543,KERALA
17791,DHANBAD,828122,JHARKHAND
17792,DHANBAD,828126,JHARKHAND
17793,DHANBAD,826008,JHARKHAND
17794,DHANBAD,826007,JHARKHAND
17795,BOKARO,827014,JHARKHAND
17796,DHANBAD,828103,JHARKHAND
17797,ERNAKULAM,683106,KERALA
17798,"MEDINIPUR EAST",721456,"WEST BENGAL"
17799,AHMEDNAGAR,414003,MAHARASHTRA
17800,NAGPUR,440008,MAHARASHTRA
17801,UNA,177205,"HIMACHAL PRADESH"
17802,PUNE,411069,MAHARASHTRA
17803,DODA,182207,"JAMMU AND KASHMIR"
17804,"24 PARAGANAS NORTH",700056,"WEST BENGAL"
17805,MUMBAI,400035,MAHARASHTRA
17806,BOKARO,827012,JHARKHAND
17807,DHANBAD,828135,JHARKHAND
17808,PUNE,411032,MAHARASHTRA
17809,PUNE,411026,MAHARASHTRA
17810,PUNE,411003,MAHARASHTRA
17811,DHANBAD,826009,JHARKHAND
17812,DHANBAD,826011,JHARKHAND
17813,PUNE,411060,MAHARASHTRA
17814,PUNE,411018,MAHARASHTRA
17815,BALLARI,583203,KARNATAKA
17816,"DAKSHINA KANNADA",574327,KARNATAKA
17817,PORBANDAR,360577,GUJARAT
17818,MYSURU,570007,KARNATAKA
17819,MYSURU,570020,KARNATAKA
17820,KALABURAGI,585292,KARNATAKA
17821,SHIVAMOGGA,577451,KARNATAKA
17822,BANKURA,722101,"WEST BENGAL"
17823,"24 PARAGANAS NORTH",700120,"WEST BENGAL"
17824,MUMBAI,400004,MAHARASHTRA
17825,MUMBAI,400028,MAHARASHTRA
17826,MUMBAI,400017,MAHARASHTRA
17827,MUMBAI,400025,MAHARASHTRA
17828,MUMBAI,400018,MAHARASHTRA
17829,"BENGALURU URBAN",560080,KARNATAKA
17830,"BENGALURU URBAN",560051,KARNATAKA
17831,HARDA,461335,"MADHYA PRADESH"
17832,JAMMU,180020,"JAMMU AND KASHMIR"
17833,MUMBAI,400026,MAHARASHTRA
17834,THRISSUR,680685,KERALA
17835,THRISSUR,680570,KERALA
17836,JUNAGADH,362226,GUJARAT
17837,UDHAMPUR,182104,"JAMMU AND KASHMIR"
17838,MUMBAI,400032,MAHARASHTRA
17839,INDORE,452015,"MADHYA PRADESH"
17840,INDORE,452009,"MADHYA PRADESH"
17841,UNA,174320,"HIMACHAL PRADESH"
17842,KACHCHH,370210,GUJARAT
17843,PALAKKAD,678531,KERALA
17844,ERNAKULAM,682309,KERALA
17845,ERNAKULAM,682020,KERALA
17846,ERNAKULAM,682304,KERALA
17847,ERNAKULAM,682040,KERALA
17848,ERNAKULAM,682036,KERALA
17849,ERNAKULAM,682015,KERALA
17850,ERNAKULAM,682031,KERALA
17851,ERNAKULAM,682013,KERALA
17852,ERNAKULAM,682028,KERALA
17853,ERNAKULAM,682042,KERALA
17854,ERNAKULAM,682501,KERALA
17855,ERNAKULAM,682010,KERALA
17856,ERNAKULAM,682505,KERALA
17857,ERNAKULAM,682009,KERALA
17858,DHANBAD,828119,JHARKHAND
17859,DHANBAD,828123,JHARKHAND
17860,DHANBAD,826010,JHARKHAND
17861,PUNE,411035,MAHARASHTRA
17862,PUNE,411027,MAHARASHTRA
17863,PUNE,411031,MAHARASHTRA
17864,COOCHBEHAR,736176,"WEST BENGAL"
17865,"EAST SINGHBUM",831006,JHARKHAND
17866,"EAST SINGHBUM",831011,JHARKHAND
17867,"EAST SINGHBUM",831020,JHARKHAND
17868,"WEST SINGHBHUM",833222,JHARKHAND
17869,"EAST SINGHBUM",831017,JHARKHAND
17870,JAMMU,180018,"JAMMU AND KASHMIR"
17871,JAMMU,180006,"JAMMU AND KASHMIR"
17872,JAMMU,180005,"JAMMU AND KASHMIR"
17873,JAMMU,181124,"JAMMU AND KASHMIR"
17874,JAMMU,180007,"JAMMU AND KASHMIR"
17875,JAMMU,181205,"JAMMU AND KASHMIR"
17876,JAMMU,180013,"JAMMU AND KASHMIR"
17877,KOLKATA,700087,"WEST BENGAL"
17878,KOTTAYAM,686021,KERALA
17879,KOTTAYAM,686637,KERALA
17880,KOTTAYAM,686560,KERALA
17881,JAMMU,180016,"JAMMU AND KASHMIR"
17882,JAMMU,180019,"JAMMU AND KASHMIR"
17883,SRINAGAR,190010,"JAMMU AND KASHMIR"
17884,SRINAGAR,190002,"JAMMU AND KASHMIR"
17885,KOTTAYAM,686548,KERALA
17886,KOTTAYAM,686537,KERALA
17887,KOTTAYAM,686517,KERALA
17888,SRINAGAR,190009,"JAMMU AND KASHMIR"
17889,SRINAGAR,190005,"JAMMU AND KASHMIR"
17890,"EAST SINGHBUM",831015,JHARKHAND
17891,"EAST SINGHBUM",831003,JHARKHAND
17892,"EAST SINGHBUM",832103,JHARKHAND
17893,"EAST SINGHBUM",831016,JHARKHAND
17894,ALAPPUZHA,690571,KERALA
17895,ALAPPUZHA,690537,KERALA
17896,Budgam,190021,"JAMMU AND KASHMIR"
17897,UDUPI,576216,KARNATAKA
17898,"LAKSHADWEEP DISTRICT",682553,LAKSHADWEEP
17899,"LAKSHADWEEP DISTRICT",682557,LAKSHADWEEP
17900,BARAMULLA,193403,"JAMMU AND KASHMIR"
17901,KOTTAYAM,686041,KERALA
17902,KOTTAYAM,686018,KERALA
17903,KOTTAYAM,686006,KERALA
17904,KOTTAYAM,686007,KERALA
17905,ERNAKULAM,683521,KERALA
17906,MURSHIDABAD,742164,"WEST BENGAL"
17907,ERNAKULAM,683515,KERALA
17908,INDORE,452003,"MADHYA PRADESH"
17909,THANE,400614,MAHARASHTRA
17910,RAIGAD,410216,MAHARASHTRA
17911,RAIGAD,410218,MAHARASHTRA
17912,BALLARI,583276,KARNATAKA
17913,KANNIYAKUMARI,629102,"TAMIL NADU"
17914,KOTTAYAM,686009,KERALA
17915,"BENGALURU URBAN",560079,KARNATAKA
17916,"BENGALURU URBAN",560023,KARNATAKA
17917,"BENGALURU URBAN",560086,KARNATAKA
17918,RAIGAD,402125,MAHARASHTRA
17919,RAIGAD,402207,MAHARASHTRA
17920,VIJAYAPURA,586109,KARNATAKA
17921,NAGAUR,341020,RAJASTHAN
17922,Budgam,191132,"JAMMU AND KASHMIR"
17923,Budgam,190007,"JAMMU AND KASHMIR"
17924,SRINAGAR,190004,"JAMMU AND KASHMIR"
17925,SRINAGAR,190023,"JAMMU AND KASHMIR"
17926,CHIKKAMAGALURU,577181,KARNATAKA
17927,ROHTAS,821307,BIHAR
17928,SRINAGAR,190012,"JAMMU AND KASHMIR"
17929,KANGRA,176066,"HIMACHAL PRADESH"
17930,BOKARO,829116,JHARKHAND
17931,SATARA,415212,MAHARASHTRA
17932,COIMBATORE,642114,"TAMIL NADU"
17933,SIVAGANGA,630301,"TAMIL NADU"
17934,SIVAGANGA,630102,"TAMIL NADU"
17935,"LEH LADAKH",194404,LADAKH
17936,ERNAKULAM,682016,KERALA
17937,ERNAKULAM,682012,KERALA
17938,ERNAKULAM,682038,KERALA
17939,ERNAKULAM,682032,KERALA
17940,PUNE,410301,MAHARASHTRA
17941,"UTTARA KANNADA",581307,KARNATAKA
17942,PUNE,410302,MAHARASHTRA
17943,DHANBAD,828309,JHARKHAND
17944,BOKARO,827003,JHARKHAND
17945,DHANBAD,828130,JHARKHAND
17946,DHANBAD,828133,JHARKHAND
17947,DHANBAD,828107,JHARKHAND
17948,BHAGALPUR,812002,BIHAR
17949,KANGRA,176002,"HIMACHAL PRADESH"
17950,KURNOOL,518186,"ANDHRA PRADESH"
17951,KISHTWAR,182206,"JAMMU AND KASHMIR"
17952,PORBANDAR,360578,GUJARAT
17953,Y.S.R.,516439,"ANDHRA PRADESH"
17954,BOKARO,828404,JHARKHAND
17955,KAPURTHALA,144602,PUNJAB
17956,KOLHAPUR,416002,MAHARASHTRA
17957,SAGAR,470340,"MADHYA PRADESH"
17958,SAGAR,470002,"MADHYA PRADESH"
17959,THANE,421506,MAHARASHTRA
17960,THANE,421202,MAHARASHTRA
17961,THANE,400606,MAHARASHTRA
17962,THANE,400604,MAHARASHTRA
17963,KAPURTHALA,144408,PUNJAB
17964,PATNA,800016,BIHAR
17965,PATNA,800025,BIHAR
17966,PATNA,800026,BIHAR
17967,PATNA,800022,BIHAR
17968,PATNA,800018,BIHAR
17969,REWA,486004,"MADHYA PRADESH"
17970,REWA,486002,"MADHYA PRADESH"
17971,KURNOOL,518005,"ANDHRA PRADESH"
17972,PALAKKAD,678104,KERALA
17973,"MEDINIPUR WEST",721424,"WEST BENGAL"
17974,ERNAKULAM,683550,KERALA
17975,ERNAKULAM,683548,KERALA
17976,ERNAKULAM,686666,KERALA
17977,ERNAKULAM,682041,KERALA
17978,ERNAKULAM,682033,KERALA
17979,PATNA,800027,BIHAR
17980,PATNA,800013,BIHAR
17981,PATNA,800014,BIHAR
17982,KOLAR,563118,KARNATAKA
17983,KOLAR,563119,KARNATAKA
17984,JALANDHAR,144008,PUNJAB
17985,PRAKASAM,523002,"ANDHRA PRADESH"
17986,ERNAKULAM,682037,KERALA
17987,ERNAKULAM,682026,KERALA
17988,ERNAKULAM,682035,KERALA
17989,ERNAKULAM,682018,KERALA
17990,RAJKOT,360460,GUJARAT
17991,KANNUR,670676,KERALA
17992,KANNUR,673311,KERALA
17993,ERNAKULAM,682017,KERALA
17994,ERNAKULAM,682022,KERALA
17995,INDORE,453555,"MADHYA PRADESH"
17996,RAMANAGARA,562161,KARNATAKA
17997,KOLKATA,700003,"WEST BENGAL"
17998,JAMNAGAR,361004,GUJARAT
17999,PULWAMA,191102,"JAMMU AND KASHMIR"
18000,KOTTAYAM,686531,KERALA
18001,KANGRA,176062,"HIMACHAL PRADESH"
18002,MYSURU,570015,KARNATAKA
18003,MYSURU,570012,KARNATAKA
18004,MYSURU,570030,KARNATAKA
18005,MYSURU,570032,KARNATAKA
18006,KOTTAYAM,686505,KERALA
18007,"BENGALURU URBAN",560072,KARNATAKA
18008,"BENGALURU URBAN",560003,KARNATAKA
18009,JODHPUR,342030,RAJASTHAN
18010,ERNAKULAM,682023,KERALA
18011,ERNAKULAM,682019,KERALA
18012,ERNAKULAM,682502,KERALA
18013,ERNAKULAM,682511,KERALA
18014,ERNAKULAM,682029,KERALA
18015,ERNAKULAM,682003,KERALA
18016,ERNAKULAM,682002,KERALA
18017,ERNAKULAM,682051,KERALA
18018,ERNAKULAM,682034,KERALA
18019,ERNAKULAM,683503,KERALA
18020,MALAPPURAM,676312,KERALA
18021,MALAPPURAM,676309,KERALA
18022,KACHCHH,370203,GUJARAT
18023,JABALPUR,482011,"MADHYA PRADESH"
18024,SINGRAULI,486885,"MADHYA PRADESH"
18025,PATNA,800006,BIHAR
18026,KOLHAPUR,416008,MAHARASHTRA
18027,PATNA,800028,BIHAR
18028,PATNA,800017,BIHAR
18029,PATNA,800024,BIHAR
18030,ALIGARH,202146,"UTTAR PRADESH"
18031,SINGRAULI,486884,"MADHYA PRADESH"
18032,ALAPPUZHA,689574,KERALA
18033,SHIMLA,171015,"HIMACHAL PRADESH"
18034,SOLAN,173210,"HIMACHAL PRADESH"
18035,HAMIRPUR,177021,"HIMACHAL PRADESH"
18036,CHENGALPATTU,600046,"TAMIL NADU"
18037,ANUPPUR,484220,"MADHYA PRADESH"
18038,"West Tripura",799046,TRIPURA
18039,"West Tripura",799005,TRIPURA
18040,HAMIRPUR,177005,"HIMACHAL PRADESH"
18041,MALAPPURAM,679583,KERALA
18042,MALAPPURAM,676109,KERALA
18043,MALAPPURAM,676107,KERALA
18044,KANNUR,670104,KERALA
18045,KANNUR,673316,KERALA
18046,KANNUR,670662,KERALA
18047,KANNUR,673312,KERALA
18048,"PURBA BARDHAMAN",713515,"WEST BENGAL"
18049,"West Tripura",799022,TRIPURA
18050,"EAST KHASI HILLS",793107,MEGHALAYA
18051,BALLARI,583215,KARNATAKA
18052,BALLARI,583225,KARNATAKA
18053,"BENGALURU URBAN",560026,KARNATAKA
18054,"BENGALURU URBAN",560102,KARNATAKA
18055,"BENGALURU URBAN",560070,KARNATAKA
18056,"BENGALURU URBAN",560085,KARNATAKA
18057,INDORE,453446,"MADHYA PRADESH"
18058,DHANBAD,828132,JHARKHAND
18059,DHANBAD,828105,JHARKHAND
18060,"BENGALURU URBAN",560050,KARNATAKA
18061,"BENGALURU URBAN",560114,KARNATAKA
18062,"BENGALURU URBAN",560081,KARNATAKA
18063,"BENGALURU URBAN",560500,KARNATAKA
18064,DIU,362520,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU"
18065,"DAKSHINA KANNADA",574225,KARNATAKA
18066,TUMAKURU,572168,KARNATAKA
18067,"MEDINIPUR EAST",721422,"WEST BENGAL"
18068,"MEDINIPUR EAST",721423,"WEST BENGAL"
18069,"MEDINIPUR EAST",721442,"WEST BENGAL"
18070,BELAGAVI,591246,KARNATAKA
18071,MANDYA,571607,KARNATAKA
18072,BHAGALPUR,813214,BIHAR
18073,SATARA,415516,MAHARASHTRA
18074,"MEDINIPUR EAST",721425,"WEST BENGAL"
18075,"MEDINIPUR EAST",721455,"WEST BENGAL"
18076,KOLKATA,700044,"WEST BENGAL"
18077,KOLKATA,700024,"WEST BENGAL"
18078,KOLKATA,700063,"WEST BENGAL"
18079,KOLKATA,700053,"WEST BENGAL"
18080,KOLKATA,700018,"WEST BENGAL"
18081,KOLKATA,700008,"WEST BENGAL"
18082,KOLKATA,700034,"WEST BENGAL"
18083,KOLKATA,700066,"WEST BENGAL"
18084,KOLKATA,700029,"WEST BENGAL"
18085,SOLAN,173201,"HIMACHAL PRADESH"
18086,WARDHA,442303,MAHARASHTRA
18087,"BENGALURU URBAN",560042,KARNATAKA
18088,"BENGALURU URBAN",560107,KARNATAKA
18089,"BENGALURU URBAN",560054,KARNATAKA
18090,"BENGALURU URBAN",560058,KARNATAKA
18091,"BENGALURU URBAN",560097,KARNATAKA
18092,"LAKSHADWEEP DISTRICT",682552,LAKSHADWEEP
18093,"LAKSHADWEEP DISTRICT",682556,LAKSHADWEEP
18094,"LAKSHADWEEP DISTRICT",682558,LAKSHADWEEP
18095,"LAKSHADWEEP DISTRICT",682559,LAKSHADWEEP
18096,KOLKATA,700005,"WEST BENGAL"
18097,KOLKATA,700006,"WEST BENGAL"
18098,KOLKATA,700067,"WEST BENGAL"
18099,THRISSUR,680613,KERALA
18100,SRINAGAR,190020,"JAMMU AND KASHMIR"
18101,"BENGALURU URBAN",560021,KARNATAKA
18102,CUTTACK,753010,ODISHA
18103,JAJAPUR,755020,ODISHA
18104,"BENGALURU RURAL",562165,KARNATAKA
18105,SRINAGAR,190025,"JAMMU AND KASHMIR"
18106,SRINAGAR,190024,"JAMMU AND KASHMIR"
18107,THRISSUR,680546,KERALA
18108,KANNAUJ,209725,"UTTAR PRADESH"
18109,AHMEDNAGAR,413713,MAHARASHTRA
18110,BILASPUR,174005,"HIMACHAL PRADESH"
18111,PUNE,411038,MAHARASHTRA
18112,PUNE,411052,MAHARASHTRA
18113,PUNE,411011,MAHARASHTRA
18114,PUNE,411009,MAHARASHTRA
18115,PUNE,411042,MAHARASHTRA
18116,PUNE,411068,MAHARASHTRA
18117,KOLKATA,700060,"WEST BENGAL"
18118,KOLKATA,700038,"WEST BENGAL"
18119,KANNUR,670708,KERALA
18120,PALAKKAD,678546,KERALA
18121,KANNAUJ,209726,"UTTAR PRADESH"
18122,PALAKKAD,678051,KERALA
18123,"PAPUM PARE",791114,"ARUNACHAL PRADESH"
18124,"PAKKE KESSANG",790103,"ARUNACHAL PRADESH"
18125,AURANGABAD,431011,MAHARASHTRA
18126,THRISSUR,680612,KERALA
18127,THRISSUR,680655,KERALA
18128,"WEST GODAVARI",534006,"ANDHRA PRADESH"
18129,"WEST GODAVARI",534005,"ANDHRA PRADESH"
18130,IDUKKI,685603,KERALA
18131,"UTTAR KASHI",249136,UTTARAKHAND
18132,IDUKKI,685591,KERALA
18133,"WEST GODAVARI",534215,"ANDHRA PRADESH"
18134,MOKOKCHUNG,798623,NAGALAND
18135,DHAR,454775,"MADHYA PRADESH"
18136,DHANBAD,828207,JHARKHAND
18137,DHANBAD,828120,JHARKHAND
18138,DHANBAD,828206,JHARKHAND
18139,DHANBAD,828127,JHARKHAND
18140,"KANPUR NAGAR",208027,"UTTAR PRADESH"
18141,"KANPUR NAGAR",208013,"UTTAR PRADESH"
18142,PUNE,411034,MAHARASHTRA
18143,"24 PARAGANAS SOUTH",700147,"WEST BENGAL"
18144,AJMER,305009,RAJASTHAN
18145,MUMBAI,400030,MAHARASHTRA
18146,"GIR SOMNATH",362715,GUJARAT
18147,"BENGALURU URBAN",560030,KARNATAKA
18148,"BENGALURU URBAN",560018,KARNATAKA
18149,"BENGALURU URBAN",560095,KARNATAKA
18150,"BENGALURU URBAN",560098,KARNATAKA
18151,"BENGALURU URBAN",560027,KARNATAKA
18152,"BENGALURU URBAN",560100,KARNATAKA
18153,"DEVBHUMI DWARKA",361347,GUJARAT
18154,"BENGALURU URBAN",560015,KARNATAKA
18155,"BENGALURU URBAN",560022,KARNATAKA
18156,"BENGALURU URBAN",560088,KARNATAKA
18157,SAHARANPUR,247002,"UTTAR PRADESH"
18158,SAHARANPUR,247343,"UTTAR PRADESH"
18159,"BENGALURU URBAN",560002,KARNATAKA
18160,"BENGALURU URBAN",560009,KARNATAKA
18161,"BENGALURU URBAN",560040,KARNATAKA
18162,"BENGALURU URBAN",560055,KARNATAKA
18163,"DAKSHINA KANNADA",575004,KARNATAKA
18164,"DAKSHINA KANNADA",574148,KARNATAKA
18165,SIWAN,841447,BIHAR
18166,CHIKKAMAGALURU,577125,KARNATAKA
18167,ROHTAS,821303,BIHAR
18168,"BENGALURU URBAN",560111,KARNATAKA
18169,PATNA,800003,BIHAR
18170,PATNA,800021,BIHAR
18171,MOKOKCHUNG,798607,NAGALAND
18172,KOLLAM,691013,KERALA
18173,KOLLAM,691515,KERALA
18174,KOLLAM,691504,KERALA
18175,PUNE,411044,MAHARASHTRA
18176,"24 PARAGANAS SOUTH",700148,"WEST BENGAL"
18177,"24 PARAGANAS SOUTH",700070,"WEST BENGAL"
18178,"24 PARAGANAS SOUTH",700084,"WEST BENGAL"
18179,"24 PARAGANAS SOUTH",700146,"WEST BENGAL"
18180,AJMER,305817,RAJASTHAN
18181,KOLKATA,700023,"WEST BENGAL"
18182,KOLKATA,700043,"WEST BENGAL"
18183,KOLKATA,700088,"WEST BENGAL"
18184,PATHANAMTHITTA,689111,KERALA
18185,NAWADA,805114,BIHAR
18186,SAGAR,470124,"MADHYA PRADESH"
18187,SAGAR,470229,"MADHYA PRADESH"
18188,PRAKASAM,523156,"ANDHRA PRADESH"
18189,THIRUVANANTHAPURAM,695302,KERALA
18190,THIRUVANANTHAPURAM,695585,KERALA
18191,THIRUVANANTHAPURAM,695318,KERALA
18192,THIRUVANANTHAPURAM,695025,KERALA
18193,THIRUVANANTHAPURAM,695033,KERALA
18194,THIRUVANANTHAPURAM,695036,KERALA
18195,THIRUVANANTHAPURAM,695016,KERALA
18196,THIRUVANANTHAPURAM,695023,KERALA
18197,THIRUVANANTHAPURAM,695022,KERALA
18198,THIRUVANANTHAPURAM,695035,KERALA
18199,THIRUVANANTHAPURAM,695317,KERALA
18200,THIRUVANANTHAPURAM,695029,KERALA
18201,THIRUVANANTHAPURAM,695582,KERALA
18202,THIRUVANANTHAPURAM,695015,KERALA
18203,THIRUVANANTHAPURAM,695007,KERALA
18204,THIRUVANANTHAPURAM,695588,KERALA
18205,THIRUVANANTHAPURAM,695051,KERALA
18206,THIRUVANANTHAPURAM,695142,KERALA
18207,THIRUVANANTHAPURAM,695611,KERALA
18208,THIRUVANANTHAPURAM,695587,KERALA
18209,THIRUVANANTHAPURAM,695316,KERALA
18210,PATHANAMTHITTA,689626,KERALA
18211,PATHANAMTHITTA,689115,KERALA
18212,PATHANAMTHITTA,689597,KERALA
18213,"BENGALURU URBAN",560035,KARNATAKA
18214,"BENGALURU URBAN",560053,KARNATAKA
18215,"BENGALURU URBAN",560059,KARNATAKA
18216,"BENGALURU URBAN",560110,KARNATAKA
18217,"BENGALURU URBAN",560108,KARNATAKA
18218,"BENGALURU URBAN",560029,KARNATAKA
18219,"BENGALURU URBAN",560062,KARNATAKA
18220,"BENGALURU URBAN",560061,KARNATAKA
18221,SHAHDOL,484114,"MADHYA PRADESH"
18222,PUNE,411006,MAHARASHTRA
18223,"KANPUR NAGAR",208007,"UTTAR PRADESH"
18224,KOLLAM,691301,KERALA
18225,KOLLAM,691581,KERALA
18226,KOLLAM,691007,KERALA
18227,KOLLAM,691319,KERALA
18228,KOLLAM,691019,KERALA
18229,KOLLAM,691527,KERALA
18230,KOLLAM,691304,KERALA
18231,KOLLAM,691012,KERALA
18232,AIZAWL,796004,MIZORAM
18233,AIZAWL,796036,MIZORAM
18234,AIZAWL,796230,MIZORAM
18235,KOLASIB,796075,MIZORAM
18236,MAMIT,796471,MIZORAM
18237,PATHANAMTHITTA,689551,KERALA
18238,"West Tripura",799014,TRIPURA
18239,"West Tripura",799010,TRIPURA
18240,"KANPUR NAGAR",208005,"UTTAR PRADESH"
18241,"KANPUR NAGAR",208012,"UTTAR PRADESH"
18242,"KANPUR NAGAR",208025,"UTTAR PRADESH"
18243,"KANPUR NAGAR",208023,"UTTAR PRADESH"
18244,"KANPUR NAGAR",208009,"UTTAR PRADESH"
18245,"KANPUR NAGAR",208024,"UTTAR PRADESH"
18246,"BENGALURU URBAN",560096,KARNATAKA
18247,"DEVBHUMI DWARKA",361350,GUJARAT
18248,THRISSUR,680656,KERALA
18249,BHAGALPUR,812007,BIHAR
18250,Y.S.R.,516311,"ANDHRA PRADESH"
18251,SIVAGANGA,630002,"TAMIL NADU"
18252,NIZAMABAD,503002,TELANGANA
18253,MYSURU,570016,KARNATAKA
18254,MYSURU,570006,KARNATAKA
18255,MYSURU,570029,KARNATAKA
18256,MYSURU,570011,KARNATAKA
18257,MYSURU,570017,KARNATAKA
18258,"KUSHI NAGAR",274403,"UTTAR PRADESH"
18259,"NORTH AND MIDDLE ANDAMAN",744203,"ANDAMAN AND NICOBAR ISLANDS"
18260,AHMEDNAGAR,414605,MAHARASHTRA
18261,WOKHA,797099,NAGALAND
18262,KOLLAM,691006,KERALA
18263,KOLLAM,691016,KERALA
18264,KOLLAM,691009,KERALA
18265,KOLLAM,691589,KERALA
18266,"KANPUR NAGAR",208026,"UTTAR PRADESH"
18267,"SHI YOMI",791003,"ARUNACHAL PRADESH"
18268,KANGRA,176075,"HIMACHAL PRADESH"
18269,CHANGLANG,792123,"ARUNACHAL PRADESH"
18270,"PAPUM PARE",791109,"ARUNACHAL PRADESH"
18271,"KANPUR NAGAR",208011,"UTTAR PRADESH"
18272,"KANPUR NAGAR",208003,"UTTAR PRADESH"
18273,"KANPUR NAGAR",208008,"UTTAR PRADESH"
18274,"KANPUR NAGAR",208006,"UTTAR PRADESH"
18275,KISHANGANJ,855106,BIHAR
18276,SALEM,636002,"TAMIL NADU"
18277,SALEM,636017,"TAMIL NADU"
18278,SALEM,636016,"TAMIL NADU"
18279,"KANPUR NAGAR",208015,"UTTAR PRADESH"
18280,Khowai,799202,TRIPURA
18281,"KANPUR NAGAR",208010,"UTTAR PRADESH"
18282,"KANPUR NAGAR",208014,"UTTAR PRADESH"
18283,"KANPUR NAGAR",208019,"UTTAR PRADESH"
18284,SALEM,636007,"TAMIL NADU"
18285,"LAKSHADWEEP DISTRICT",682551,LAKSHADWEEP
18286,THRISSUR,680013,KERALA
18287,THRISSUR,680502,KERALA
18288,THRISSUR,680520,KERALA
18289,THRISSUR,680618,KERALA
18290,"BENGALURU URBAN",560104,KARNATAKA
18291,"BENGALURU URBAN",560020,KARNATAKA
18292,BARGARH,768031,ODISHA
18293,RAMANATHAPURAM,623806,"TAMIL NADU"
18294,"BENGALURU URBAN",560112,KARNATAKA
18295,JAMNAGAR,361009,GUJARAT
18296,SIRMAUR,173026,"HIMACHAL PRADESH"
18297,LAWNGTLAI,796810,MIZORAM
18298,ANUPPUR,484120,"MADHYA PRADESH"
18299,LAWNGTLAI,796772,MIZORAM
18300,CHANDAULI,221009,"UTTAR PRADESH"
18301,PATHANAMTHITTA,689592,KERALA
18302,SAGAR,470003,"MADHYA PRADESH"
18303,SINGRAULI,486888,"MADHYA PRADESH"
18304,SINGRAULI,486890,"MADHYA PRADESH"
18305,JABALPUR,482020,"MADHYA PRADESH"
18306,THIRUVANANTHAPURAM,695017,KERALA
18307,VARANASI,221407,"UTTAR PRADESH"
18308,VARANASI,221010,"UTTAR PRADESH"
18309,VARANASI,221004,"UTTAR PRADESH"
18310,ERNAKULAM,682025,KERALA
18311,ERNAKULAM,682039,KERALA
18312,ERNAKULAM,682050,KERALA
18313,ERNAKULAM,682317,KERALA
18314,ERNAKULAM,682503,KERALA
18315,ERNAKULAM,682004,KERALA
18316,ERNAKULAM,682005,KERALA
18317,MALAPPURAM,679585,KERALA
18318,MALAPPURAM,679587,KERALA
18319,MALAPPURAM,679581,KERALA
18320,MALAPPURAM,679572,KERALA
18321,"MEDINIPUR EAST",721463,"WEST BENGAL"
18322,"MEDINIPUR EAST",721406,"WEST BENGAL"
18323,KANNUR,670106,KERALA
18324,KANNUR,673313,KERALA
18325,PALAKKAD,678011,KERALA
18326,PALAKKAD,678732,KERALA
18327,"MEDINIPUR WEST",721420,"WEST BENGAL"
18328,"MEDINIPUR EAST",721405,"WEST BENGAL"
18329,PATNA,800005,BIHAR
18330,PATNA,800019,BIHAR
18331,PATNA,800011,BIHAR
18332,BANDA,210122,"UTTAR PRADESH"
18333,CUTTACK,753003,ODISHA
18334,CUTTACK,753016,ODISHA
18335,BALANGIR,767042,ODISHA
18336,JHARSUGUDA,768218,ODISHA
18337,KOHIMA,797121,NAGALAND
18338,PALAKKAD,678705,KERALA
18339,PALAKKAD,678505,KERALA
